dataset,method,representation,classifier,seed,accuracy,n_features,encode_seconds,fit_seconds,predict_seconds,peak_mib,n_train,n_test,length,n_classes,error
BME,ablation-gaf-intensity-only,gaf,logreg,1,0.58,6,0.7461828000086825,0.06670339999254793,0.012582800001837313,0.799072265625,30,150,128,3,
BME,ablation-gaf-intensity-only,gaf,logreg,2,0.58,6,0.3977741000126116,0.07927489999565296,0.0017968000029213727,0.799072265625,30,150,128,3,
BME,ablation-gaf-texture-only,gaf,logreg,0,0.62,268,2.1957622000190895,0.06924290000461042,0.02356040000449866,2.1110363006591797,30,150,128,3,
BME,ablation-gaf-texture-only,gaf,logreg,1,0.62,268,2.4148819999827538,0.14400639999075793,0.0024883000005502254,2.1123666763305664,30,150,128,3,
BME,ablation-gaf-texture-only,gaf,logreg,2,0.62,268,8.528391500003636,0.07536509999772534,0.0026166999887209386,2.11116886138916,30,150,128,3,
Beef,baseline-1nn-euclidean,raw,knn1,0,0.6666666666666666,470,0.001306400023167953,0.002678200020454824,0.887915500003146,0.3861236572265625,30,30,470,5,
Beef,baseline-1nn-euclidean,raw,knn1,1,0.6666666666666666,470,0.0004446999810170382,0.0016263000143226236,0.595968499983428,0.3861236572265625,30,30,470,5,
Beef,baseline-1nn-euclidean,raw,knn1,2,0.6666666666666666,470,0.0008600999717600644,0.005737100000260398,4.914373600011459,0.39222145080566406,30,30,470,5,
Beef,baseline-raw-logreg,raw,logreg,0,0.9,470,0.0006184000230859965,0.4800106000038795,0.0022398000000976026,1.1257104873657227,30,30,470,5,
Beef,baseline-raw-logreg,raw,logreg,1,0.9,470,0.00037730002077296376,0.28391289999126457,0.003171400021528825,1.1261072158813477,30,30,470,5,
Beef,baseline-raw-logreg,raw,logreg,2,0.9,470,0.00066970000625588,0.3514271999883931,0.0021189000108279288,1.125941276550293,30,30,470,5,
Beef,gasf-features,gaf,logreg,0,0.5,662,156.2473902000056,0.1623898999823723,0.0027873000071849674,96.95358753204346,30,30,470,5,
